Game Pitch,Pitch Created At,PitchID,Pitch Type,Is Strike,PlateLocSide (CM),PlateLocHeight (CM),RelSpeed (KMH),SpinRate,TrueSpinRelease,Spin Efficiency,Spin Direction,InducedVertBreak (CM),HorzBreak (CM),HorzRelAngle,VertRelAngle,RelHeight (Meters),RelSide (Meters),Gyro Degree (deg),Right Hand Spin Direction,Right Hand Total Spin,Left Hand Spin Direction,Left Hand Total Spin,IntentType,Pitcher First Name,Pitcher Last Name,Device Serial Number,Latitude,Longitude,VerticalSSWBreak (Meters),HorizontalSSWBreak (Meters),Flagged
87,02-18-2026 03:39:04,1771385944,SL,N,-35,1,113.2,2238,1499,67,6:48,-19.8,-27.4,2.5,0.2,1.6,0.6,47,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
86,02-18-2026 03:38:52,1771385932,FB,Y,-20,55,134.2,2065,2023,97,12:26,57.7,17.7,3.2,-2.3,1.6,0.5,11,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
85,02-18-2026 03:38:27,1771385907,OTH,N,28,53,105.9,1736,1430,82,1:46,42.6,22.2,1.4,0.0,1.7,0.5,-34,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
84,02-18-2026 03:38:12,1771385892,FB,Y,6,56,137.0,2100,2045,97,12:52,52.3,26.1,2.5,-2.1,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
83,02-18-2026 03:37:57,1771385877,SL,N,36,69,115.0,2090,1519,72,7:20,-20.2,-24.2,-0.1,2.4,1.6,0.6,43,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
82,02-18-2026 03:37:33,1771385853,2S,Y,15,66,121.6,1689,1660,98,1:28,40.8,24.6,1.8,-0.6,1.6,0.4,-10,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
81,02-18-2026 03:37:16,1771385836,FB,Y,13,104,136.5,2128,2077,97,12:54,49.1,28.5,2.4,-0.1,1.5,0.5,12,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
80,02-18-2026 03:37:05,1771385825,CB,Y,-12,85,100.1,2109,1920,91,6:18,-41.9,-7.5,1.4,5.1,1.7,0.3,24,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
79,02-18-2026 03:36:46,1771385806,FB,Y,6,48,134.3,2144,2135,99,12:36,59.6,17.7,1.9,-2.6,1.6,0.4,5,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
78,02-18-2026 03:36:32,1771385792,CT,N,7,38,127.4,1863,1840,98,12:26,50.1,3.2,1.2,-2.4,1.7,0.4,8,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
77,02-18-2026 03:36:20,1771385780,OTH,N,44,87,106.3,1635,1316,80,1:56,32.0,30.1,1.3,1.7,1.7,0.5,-36,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
76,02-18-2026 03:36:01,1771385761,FB,Y,-15,63,137.7,2013,1977,98,12:26,53.6,20.7,3.0,-1.9,1.6,0.5,10,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
75,02-18-2026 03:35:31,1771385731,SL,Y,22,81,114.2,2173,1477,67,7:14,-16.0,-23.7,0.5,2.8,1.6,0.6,47,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
74,02-18-2026 03:35:08,1771385708,2S,N,34,57,123.6,1647,1595,96,1:34,41.8,24.6,1.3,-1.2,1.6,0.4,-14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
73,02-18-2026 03:34:57,1771385697,CB,Y,1,71,101.2,2183,1942,88,6:28,-47.3,-5.4,1.0,4.5,1.7,0.3,27,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
72,02-18-2026 03:34:40,1771385680,FB,Y,13,76,135.3,1966,1911,97,12:52,50.2,31.8,2.6,-1.3,1.5,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
71,02-18-2026 03:34:16,1771385656,2S,N,32,47,120.7,1722,1508,87,1:36,41.0,23.3,1.2,-1.4,1.6,0.4,-28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
70,02-18-2026 03:34:04,1771385644,CT,Y,4,52,128.7,1904,1863,97,12:22,53.2,3.4,1.2,-2.2,1.7,0.3,11,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
69,02-18-2026 03:33:36,1771385616,OTH,N,26,96,106.1,1779,1497,84,1:56,45.1,29.4,1.7,1.7,1.7,0.4,-32,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
68,02-18-2026 03:33:17,1771385597,CB,Y,-6,74,111.6,2028,1540,75,6:40,-32.6,-23.1,1.1,3.2,1.6,0.5,40,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
67,02-18-2026 03:33:04,1771385584,FB,N,8,114,134.6,2170,2109,97,12:48,53.2,19.6,2.1,0.0,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
66,02-18-2026 03:32:47,1771385567,2S,N,29,60,120.6,1690,1486,87,1:38,43.9,17.5,1.1,-1.1,1.6,0.4,-28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
65,02-18-2026 03:32:32,1771385552,CB,N,33,118,99.5,2053,1979,96,6:4,-40.4,-4.2,-0.2,6.0,1.7,0.3,15,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
64,02-18-2026 03:31:49,1771385509,FB,N,6,48,135.1,1938,1888,97,12:54,50.9,23.7,2.6,-2.3,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
63,02-18-2026 03:31:08,1771385468,FB,N,-25,56,130.4,2167,2101,96,12:54,52.7,29.3,3.9,-1.9,1.6,0.5,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
62,02-18-2026 03:30:51,1771385451,FB,Y,-18,76,133.0,2175,2147,98,12:58,48.5,29.1,3.9,-0.9,1.6,0.6,9,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
61,02-18-2026 03:30:42,1771385442,FB,Y,3,84,136.7,2225,2165,97,12:50,53.3,28.4,2.7,-1.1,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
60,02-18-2026 03:30:27,1771385427,CT,N,-28,43,128.5,2142,2108,98,12:24,49.7,4.6,2.4,-2.3,1.7,0.4,10,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
59,02-18-2026 03:30:16,1771385416,CT,Y,-8,93,128.4,2041,1947,95,12:18,45.1,17.7,2.3,-0.4,1.7,0.4,17,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
58,02-18-2026 03:30:02,1771385402,CT,Y,-19,72,127.4,2142,2030,94,12:40,49.0,9.8,2.4,-1.2,1.7,0.4,18,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
57,02-18-2026 03:29:47,1771385387,CT,N,-40,47,126.4,1944,1853,95,12:16,47.3,8.3,3.0,-2.3,1.7,0.3,17,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
56,02-18-2026 03:29:36,1771385376,FB,Y,0,60,134.0,2042,2022,99,1:2,50.5,27.4,2.8,-1.8,1.6,0.5,8,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
55,02-18-2026 03:29:25,1771385365,FB,N,40,58,132.1,2069,2015,97,12:58,43.4,30.2,1.8,-1.6,1.6,0.6,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
54,02-18-2026 03:29:03,1771385343,SL,Y,-8,69,110.8,1902,1413,74,6:44,-18.1,-28.1,1.6,2.7,1.6,0.6,42,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
53,02-18-2026 03:28:52,1771385332,SL,N,51,108,111.3,1993,1339,67,7:22,-15.3,-25.4,-0.4,3.8,1.6,0.6,47,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
52,02-18-2026 03:28:35,1771385315,SL,Y,25,90,112.7,1966,1358,69,7:18,-11.1,-29.4,0.3,3.1,1.6,0.6,46,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
51,02-18-2026 03:28:26,1771385306,SL,N,-4,24,112.7,2012,976,48,6:46,-8.9,-17.9,1.8,0.1,1.6,0.6,60,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
50,02-18-2026 03:28:14,1771385294,FB,N,27,82,135.3,2082,2071,99,1:4,52.4,33.5,2.2,-1.0,1.6,0.6,5,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
49,02-18-2026 03:27:57,1771385277,FB,Y,20,75,132.6,2109,2093,99,1:0,54.2,29.7,2.4,-1.4,1.6,0.6,6,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
48,02-18-2026 03:27:40,1771385260,CH,N,26,73,87.3,1623,1278,78,2:6,36.8,37.1,1.2,2.8,1.9,0.2,-38,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
47,02-18-2026 03:27:16,1771385236,OTH,N,19,45,101.7,1750,1380,78,2:6,42.2,35.7,2.0,0.0,1.7,0.4,-37,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
46,02-18-2026 03:27:07,1771385227,OTH,Y,-8,75,102.6,1676,1398,83,1:46,43.1,31.9,2.9,1.2,1.7,0.4,-33,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
45,02-18-2026 03:26:54,1771385214,OTH,Y,19,79,102.9,1736,1475,84,1:52,38.4,29.8,2.0,1.5,1.7,0.5,-31,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
44,02-18-2026 03:26:42,1771385202,2S,N,27,82,116.6,1554,1456,93,1:26,45.9,15.7,1.1,0.0,1.7,0.4,-20,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
43,02-18-2026 03:26:33,1771385193,2S,Y,6,82,116.9,1653,1447,87,1:34,45.8,19.6,2.1,-0.1,1.7,0.5,-28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
42,02-18-2026 03:26:15,1771385175,2S,N,25,75,118.6,1474,1366,92,1:24,45.9,22.0,1.6,-0.5,1.7,0.5,-22,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
41,02-18-2026 03:26:06,1771385166,2S,N,30,104,119.4,1561,1317,84,1:12,43.3,12.9,0.6,0.5,1.7,0.4,-32,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
40,02-18-2026 03:25:50,1771385150,2S,N,35,68,120.9,1845,1818,98,1:26,47.7,14.9,1.0,-0.9,1.7,0.5,-9,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
39,02-18-2026 03:25:37,1771385137,FB,N,-21,39,133.4,2212,2155,97,12:54,53.6,32.2,3.7,-2.8,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
38,02-18-2026 03:25:20,1771385120,SL,Y,-13,49,113.0,2207,1629,73,7:18,-17.6,-26.7,1.9,1.7,1.6,0.7,42,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
37,02-18-2026 03:25:10,1771385110,SL,N,29,99,112.9,2279,1822,79,7:2,-20.3,-29.1,0.2,3.7,1.6,0.6,36,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
36,02-18-2026 03:24:59,1771385099,SL,Y,13,90,113.6,2078,1645,79,6:50,-24.5,-34.4,0.4,3.5,1.6,0.6,37,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
35,02-18-2026 03:24:42,1771385082,SL,Y,0,63,114.2,2218,1648,74,7:14,-22.7,-32.3,1.0,2.5,1.6,0.6,42,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
34,02-18-2026 03:24:29,1771385069,SL,N,8,40,113.1,2208,1559,70,7:22,-18.8,-27.4,0.9,1.2,1.6,0.6,45,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
33,02-18-2026 03:24:08,1771385048,CB,N,-31,84,110.4,2220,1959,88,6:48,-42.0,-19.8,1.9,3.4,1.7,0.4,28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
32,02-18-2026 03:23:53,1771385033,CB,Y,-8,100,109.9,2104,1843,87,6:26,-40.3,-22.1,0.9,4.3,1.7,0.4,28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
31,02-18-2026 03:23:40,1771385020,CB,Y,-1,56,102.1,2162,2071,95,6:8,-51.9,-11.9,0.7,4.0,1.7,0.3,16,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
30,02-18-2026 03:23:22,1771385002,CB,Y,-22,72,100.9,2046,2002,97,6:16,-38.6,-7.0,1.7,4.0,1.7,0.3,11,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
29,02-18-2026 03:23:08,1771384988,FB,Y,-9,81,131.8,2029,1993,98,12:20,57.1,22.0,2.4,-1.5,1.7,0.4,10,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
28,02-18-2026 03:22:56,1771384976,FB,Y,-9,104,131.3,2053,2012,97,12:26,63.6,20.6,2.4,-0.8,1.7,0.4,11,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
27,02-18-2026 03:22:36,1771384956,FB,N,-28,54,133.0,2110,2041,96,12:56,51.9,26.5,3.8,-2.2,1.6,0.5,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
26,02-18-2026 03:22:24,1771384944,FB,N,-25,66,129.5,2001,1934,96,1:0,46.7,30.2,4.1,-1.4,1.6,0.6,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
25,02-18-2026 03:22:12,1771384932,FB,N,-12,19,130.4,1898,1838,96,12:56,50.1,31.3,3.8,-3.0,1.6,0.6,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
24,02-18-2026 03:21:55,1771384915,FB,N,-34,91,133.5,2124,2009,94,12:48,51.8,28.0,4.2,-0.8,1.6,0.5,18,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
23,02-18-2026 03:21:42,1771384902,FB,Y,-1,65,131.9,1959,1947,99,12:50,52.2,30.5,3.0,-1.6,1.6,0.5,6,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
22,02-18-2026 03:21:31,1771384891,FB,Y,-3,98,133.8,2113,2041,96,12:56,50.2,30.0,3.2,-0.4,1.6,0.6,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
21,02-18-2026 03:21:19,1771384879,FB,N,-28,43,133.6,2127,2072,97,12:50,49.5,27.9,3.8,-2.4,1.6,0.5,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
20,02-18-2026 03:21:08,1771384868,FB,Y,-17,93,133.4,2156,2038,94,12:50,49.5,29.1,3.6,-0.7,1.6,0.5,19,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
19,02-18-2026 03:20:42,1771384842,FB,Y,-19,95,123.7,1961,1944,99,1:6,54.5,34.0,4.0,-0.4,1.7,0.6,7,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
18,02-18-2026 03:20:28,1771384828,SL,Y,0,79,111.5,2105,1330,63,6:58,-12.2,-22.1,1.5,2.4,1.6,0.6,50,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
17,02-18-2026 03:20:19,1771384819,SL,N,30,136,110.9,1978,1180,59,6:44,-5.2,-27.4,0.2,4.5,1.6,0.6,53,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
16,02-18-2026 03:20:09,1771384809,CB,N,-67,30,105.6,2178,1909,87,6:24,-31.5,-25.1,2.8,1.6,1.7,0.4,28,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
15,02-18-2026 03:20:00,1771384800,CB,N,-11,118,93.2,1920,1850,96,6:14,-37.2,0.1,1.8,6.6,1.8,0.4,15,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
14,02-18-2026 03:19:50,1771384790,FB,N,-7,128,126.1,2124,2056,96,12:56,45.5,30.6,3.2,0.8,1.7,0.5,14,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
13,02-18-2026 03:19:36,1771384776,FB,N,-25,118,123.8,2147,2039,94,12:52,45.8,29.4,4.0,0.6,1.7,0.6,18,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
12,02-18-2026 03:19:24,1771384764,FB,N,-22,116,125.5,1932,1834,94,12:42,50.2,22.6,3.6,0.1,1.8,0.6,18,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
11,02-18-2026 03:19:08,1771384748,FB,N,-23,117,124.1,2002,1946,97,12:58,47.4,28.7,4.0,0.7,1.7,0.6,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
10,02-18-2026 03:19:00,1771384740,CB,N,-19,43,86.5,1858,1783,95,6:8,-35.7,1.9,2.2,5.1,1.8,0.4,16,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
9,02-18-2026 03:18:47,1771384727,CB,Y,-20,78,90.2,1874,1825,97,6:10,-37.8,-7.9,1.9,5.6,1.8,0.4,13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
8,02-18-2026 03:18:37,1771384717,FB,N,39,180,124.2,966,938,97,12:50,57.7,19.8,0.7,2.2,1.8,0.4,-13,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
7,02-18-2026 03:18:29,1771384709,FB,N,13,172,124.0,1954,1922,98,12:28,52.3,19.3,1.8,2.1,1.8,0.5,10,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
6,02-18-2026 03:18:14,1771384694,FB,N,-14,120,125.8,2047,1977,96,1:0,48.7,25.8,3.6,0.4,1.7,0.6,15,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
5,02-18-2026 03:18:04,1771384684,OTH,N,30,113,94.6,1513,1211,80,1:50,46.7,34.7,1.4,3.1,1.9,0.3,-36,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
4,02-18-2026 03:17:46,1771384666,OTH,N,43,93,89.9,1378,1093,79,1:42,49.0,42.9,1.7,3.1,1.9,0.5,-37,0:0,0.00000,0:0,0.00000,high_intent,安田,Tawa,MTD-22119CB2427,--,--,0.00000,0.00000,FALSE
